player_name,team,season,position
Don Maynard,NYJ,1966,WR
Bill Rademacher,NYJ,1966,WR
George Sauer,NYJ,1966,WR
Bake Turner,NYJ,1966,WR
Sammy Weir,NYJ,1966,WR
Rodger Bird,OAK,1966,DB
Dave Grayson,OAK,1966,DB
Joe Krakoski,OAK,1966,DB
Kent McCloughan,OAK,1966,DB
Warren Powers,OAK,1966,DB
Howie Williams,OAK,1966,DB
Willie Williams,OAK,1966,DB
Dan Birdwell,OAK,1966,DL
Dave Daniels,OAK,1966,DL
Ben Davidson,OAK,1966,DL
Rich Jackson,OAK,1966,DL
Tom Keating,OAK,1966,DL
Greg Kent,OAK,1966,DL
Ike Lassiter,OAK,1966,DL
Rex Mirich,OAK,1966,DL
Carleton Oats,OAK,1966,DL
Mike Eischeid,OAK,1966,K
Mike Mercer,OAK,1966,K
Bill Budness,OAK,1966,LB
Dan Conners,OAK,1966,LB
Bill Laskey,OAK,1966,LB
Gus Otto,OAK,1966,LB
Ray Schmautz,OAK,1966,LB
J.R. Williamson,OAK,1966,LB
Jim Harvey,OAK,1966,OL
Wayne Hawkins,OAK,1966,OL
Jim Otto,OAK,1966,OL
Palmer Pyle,OAK,1966,OL
Harry Schuh,OAK,1966,OL
Bob Svihus,OAK,1966,OL
Dick Tyson,OAK,1966,OL
Cotton Davidson,OAK,1966,QB
Tom Flores,OAK,1966,QB
Charlie Green,OAK,1966,QB
Pervis Atkins,OAK,1966,RB
Pete Banaszak,OAK,1966,RB
Billy Cannon,OAK,1966,RB
Clem Daniels,OAK,1966,RB
Hewritt Dixon,OAK,1966,RB
Roger Hagberg,OAK,1966,RB
Larry Todd,OAK,1966,RB
Tom Mitchell,OAK,1966,TE
Fred Biletnikoff,OAK,1966,WR
Bill Miller,OAK,1966,WR
Art Powell,OAK,1966,WR
Aaron Martin,PHI,1966,DB
Ron Medved,PHI,1966,DB
Al Nelson,PHI,1966,DB
Jim Nettles,PHI,1966,DB
Nate Ramsey,PHI,1966,DB
Joe Scarpati,PHI,1966,DB
Randy Beisler,PHI,1966,DL
Dave Cahill,PHI,1966,DL
Don Hultz,PHI,1966,DL
John Meyers,PHI,1966,DL
Floyd Peters,PHI,1966,DL
Gary Pettigrew,PHI,1966,DL
Sam Baker,PHI,1966,K
Ike Kelley,PHI,1966,LB
Dave Lloyd,PHI,1966,LB
Mike Morgan,PHI,1966,LB
Arunas Vasys,PHI,1966,LB
Harold Wells,PHI,1966,LB
Fred Whittingham,PHI,1966,LB
Ed Blaine,PHI,1966,OL
Bob Brown,PHI,1966,OL
Dave Graham,PHI,1966,OL
Lane Howell,PHI,1966,OL
Lynn Hoyem,PHI,1966,OL
Dave Recher,PHI,1966,OL
Jim Ringo,PHI,1966,OL
Ray Rissmiller,PHI,1966,OL
Jim Skaggs,PHI,1966,OL
Bruce Van Dyke,PHI,1966,OL
Jack Concannon,PHI,1966,QB
King Hill,PHI,1966,QB
Norm Snead,PHI,1966,QB
Timmy Brown,PHI,1966,RB
Earl Gros,PHI,1966,RB
Izzy Lang,PHI,1966,RB
Ollie Matson,PHI,1966,RB
Tom Woodeshick,PHI,1966,RB
Fred Hill,PHI,1966,TE
Dave Lince,PHI,1966,TE
Pete Retzlaff,PHI,1966,TE
Willie Brown,PHI,1966,WR
Ron Goodwin,PHI,1966,WR
Ben Hawkins,PHI,1966,WR
T.J. Jackson,PHI,1966,WR
Jim Bradshaw,PIT,1966,DB
Willie Daniel,PIT,1966,DB
Bob Hohn,PIT,1966,DB
Brady Keys,PIT,1966,DB
Paul Martha,PIT,1966,DB
Clendon Thomas,PIT,1966,DB
Marv Woodson,PIT,1966,DB
John Baker,PIT,1966,DL
Riley Gunnels,PIT,1966,DL
Chuck Hinton,PIT,1966,DL
Ken Kortas,PIT,1966,DL
Ben McGee,PIT,1966,DL
Tim Powell,PIT,1966,DL
Lloyd Voss,PIT,1966,DL
Mike Clark,PIT,1966,K
Rod Breedlove,PIT,1966,LB
Gene Breen,PIT,1966,LB
John Campbell,PIT,1966,LB
Andy Russell,PIT,1966,LB
Bill Saul,PIT,1966,LB
Bob Schmitz,PIT,1966,LB
Charlie Bradshaw,PIT,1966,OL
Larry Gagner,PIT,1966,OL
Dan James,PIT,1966,OL
Pat Killorin,PIT,1966,OL
Mike Magac,PIT,1966,OL
Ray Mansfield,PIT,1966,OL
Fran O'Brien,PIT,1966,OL
Roger Pillath,PIT,1966,OL
Steve Smith,PIT,1966,OL
Eli Strand,PIT,1966,OL
Ralph Wenzel,PIT,1966,OL
Frank Lambert,PIT,1966,P
George Izo,PIT,1966,QB
Ron Meyer,PIT,1966,QB
Bill Nelsen,PIT,1966,QB
Ron Smith,PIT,1966,QB
Willie Asbury,PIT,1966,RB
Amos Bullocks,PIT,1966,RB
Cannonball Butler,PIT,1966,RB
Dick Hoak,PIT,1966,RB
Dick Leftridge,PIT,1966,RB
Mike Lind,PIT,1966,RB
Bobby Smith,PIT,1966,RB
John Hilton,PIT,1966,TE
Tony Jeter,PIT,1966,TE
Gary Ballman,PIT,1966,WR
Roy Jefferson,PIT,1966,WR
Jerry Simmons,PIT,1966,WR
J.R. Wilburn,PIT,1966,WR
Joe Beauchamp,SD,1966,DB
Speedy Duncan,SD,1966,DB
Miller Farr,SD,1966,DB
Kenny Graham,SD,1966,DB
Dave Plump,SD,1966,DB
Jim Tolbert,SD,1966,DB
Bud Whitehead,SD,1966,DB
Nat Whitmyer,SD,1966,DB
Bob Zeman,SD,1966,DB
Steve DeLong,SD,1966,DL
Earl Faison,SD,1966,DL
Jim Griffin,SD,1966,DL
George Gross,SD,1966,DL
Howard Kindig,SD,1966,DL
Larry Martin,SD,1966,DL
Fred Moore,SD,1966,DL
Bob Petrich,SD,1966,DL
Houston Ridge,SD,1966,DL
Dick Van Raaphorst,SD,1966,K
Chuck Allen,SD,1966,LB
Frank Buncom,SD,1966,LB
Dick Degen,SD,1966,LB
Tom Good,SD,1966,LB
Emil Karas,SD,1966,LB
Mike London,SD,1966,LB
Archie Matsos,SD,1966,LB
John Milks,SD,1966,LB
Bob Mitinger,SD,1966,LB
Rick Redman,SD,1966,LB
Don Estes,SD,1966,OL
John Farris,SD,1966,OL
Sam Gruneisen,SD,1966,OL
Gary Kirner,SD,1966,OL
Paul Latzke,SD,1966,OL
Ed Mitchell,SD,1966,OL
Ron Mix,SD,1966,OL
Terry Owens,SD,1966,OL
Walt Sweeney,SD,1966,OL
Ernie Wright,SD,1966,OL
John Hadl,SD,1966,QB
Dan Henning,SD,1966,QB
Steve Tensi,SD,1966,QB
Jim Allison,SD,1966,RB
Doug Cline,SD,1966,RB
Gene Foster,SD,1966,RB
Keith Lincoln,SD,1966,RB
Paul Lowe,SD,1966,RB
Jacque MacKinnon,SD,1966,RB
John Travis,SD,1966,RB
Willie Frazier,SD,1966,TE
Lance Alworth,SD,1966,WR
Gary Garrison,SD,1966,WR
Don Norton,SD,1966,WR
Kermit Alexander,SF,1966,DB
George Donnelly,SF,1966,DB
Jimmy Johnson,SF,1966,DB
Elbert Kimbrough,SF,1966,DB
Mel Phillips,SF,1966,DB
Al Randolph,SF,1966,DB
Wayne Swinford,SF,1966,DB
Stan Hindman,SF,1966,DL
Charlie Johnson,SF,1966,DL
Charlie Krueger,SF,1966,DL
Roland Lakes,SF,1966,DL
Clark Miller,SF,1966,DL
Jim Norton,SF,1966,DL
Tommy Davis,SF,1966,K
Ed Beard,SF,1966,LB
Mike Dowdle,SF,1966,LB
Bob Harrison,SF,1966,LB
Matt Hazeltine,SF,1966,LB
Dave Wilcox,SF,1966,LB
Bruce Bosley,SF,1966,OL
Joe Cerne,SF,1966,OL
Dave McCormick,SF,1966,OL
Howard Mudd,SF,1966,OL
Walt Rock,SF,1966,OL
Len Rohde,SF,1966,OL
John Thomas,SF,1966,OL
Jim Wilson,SF,1966,OL
John Brodie,SF,1966,QB
Billy Kilmer,SF,1966,QB
George Mira,SF,1966,QB
John David Crow,SF,1966,RB
Bob Daugherty,SF,1966,RB
Jim Jackson,SF,1966,RB
Dave Kopay,SF,1966,RB
Gary Lewis,SF,1966,RB
Ken Willard,SF,1966,RB
Kent Kramer,SF,1966,TE
Monty Stickles,SF,1966,TE
Bernie Casey,SF,1966,WR
Kay McFarland,SF,1966,WR
Dave Parks,SF,1966,WR
Dick Witcher,SF,1966,WR
Jimmy Burson,STL,1966,DB
Pat Fischer,STL,1966,DB
Jimmy Heidel,STL,1966,DB
Jerry Stovall,STL,1966,DB
Bobby Williams,STL,1966,DB
Larry Wilson,STL,1966,DB
Abe Woodson,STL,1966,DB
Don Brumm,STL,1966,DL
Fred Heron,STL,1966,DL
Dave Long,STL,1966,DL
Mike Melinkovich,STL,1966,DL
Joe Robb,STL,1966,DL
Sam Silas,STL,1966,DL
Chuck Walker,STL,1966,DL
Jim Bakken,STL,1966,K
Bill Koman,STL,1966,LB
Dave Meggyesy,STL,1966,LB
Dale Meinert,STL,1966,LB
Dave Simmons,STL,1966,LB
Larry Stallings,STL,1966,LB
Mike Strofolino,STL,1966,LB
Bob DeMarco,STL,1966,OL
Irv Goode,STL,1966,OL
Ken Gray,STL,1966,OL
Dick Kasperek,STL,1966,OL
John McDowell,STL,1966,OL
Ernie McMillan,STL,1966,OL
Dave O'Brien,STL,1966,OL
Bob Reynolds,STL,1966,OL
Frank Roy,STL,1966,OL
Rick Sortun,STL,1966,OL
Jim Hart,STL,1966,QB
Charley Johnson,STL,1966,QB
Terry Nofsinger,STL,1966,QB
Charlie Bryant,STL,1966,RB
Willis Crenshaw,STL,1966,RB
Prentice Gautt,STL,1966,RB
Mal Hammack,STL,1966,RB
Johnny Roland,STL,1966,RB
Roy Shivers,STL,1966,RB
Bill Triplett,STL,1966,RB
Ray Ogden,STL,1966,TE
Jackie Smith,STL,1966,TE
Bobby Joe Conrad,STL,1966,WR
Billy Gambrell,STL,1966,WR
Sonny Randle,STL,1966,WR
Billy Clay,WAS,1966,DB
Rickie Harris,WAS,1966,DB
Paul Krause,WAS,1966,DB
Brig Owens,WAS,1966,DB
Lonnie Sanders,WAS,1966,DB
Jim Shorter,WAS,1966,DB
Tom Walters,WAS,1966,DB
Willie Adams,WAS,1966,DL
Walt Barnes,WAS,1966,DL
Bill Briggs,WAS,1966,DL
Stan Jones,WAS,1966,DL
Carl Kammerer,WAS,1966,DL
Bud Marshall,WAS,1966,DL
Joe Rutgens,WAS,1966,DL
Ron Snidow,WAS,1966,DL
Charlie Gogolak,WAS,1966,K
Jim Carroll,WAS,1966,LB
Chris Hanburger,WAS,1966,LB
Sam Huff,WAS,1966,LB
Steve Jackson,WAS,1966,LB
John Reger,WAS,1966,LB
Don Croftcheck,WAS,1966,OL
Dave Crossan,WAS,1966,OL
Darrell Dess,WAS,1966,OL
Tom Goosby,WAS,1966,OL
Len Hauss,WAS,1966,OL
Mitch Johnson,WAS,1966,OL
John Kelly,WAS,1966,OL
Fran O'Brien,WAS,1966,OL
Vince Promuto,WAS,1966,OL
Ray Schoenke,WAS,1966,OL
Jim Snowden,WAS,1966,OL
Sonny Jurgensen,WAS,1966,QB
Dick Shiner,WAS,1966,QB
Tom Barrington,WAS,1966,RB
Joe Kantor,WAS,1966,RB
Joe Don Looney,WAS,1966,RB
Ron Rector,WAS,1966,RB
Charley Taylor,WAS,1966,RB
Steve Thurlow,WAS,1966,RB
A.D. Whitfield,WAS,1966,RB
Eric Avery,WAS,1966,TE
Preston Carpenter,WAS,1966,TE
Jake Kupp,WAS,1966,TE
Pat Richter,WAS,1966,TE
Jerry Smith,WAS,1966,TE
John Burrell,WAS,1966,WR
Pat Hodgson,WAS,1966,WR
Fred Mazurek,WAS,1966,WR
Bobby Mitchell,WAS,1966,WR
Tom Bleick,ATL,1967,DB
Lee Calland,ATL,1967,DB
Mike Fitzgerald,ATL,1967,DB
Floyd Hudlow,ATL,1967,DB
Nick Rassas,ATL,1967,DB
Ken Reaves,ATL,1967,DB
Jerry Richardson,ATL,1967,DB
Bob Riggle,ATL,1967,DB
Bob Hughes,ATL,1967,DL
Jim Norton,ATL,1967,DL
Bobby Richards,ATL,1967,DL
Karl Rubke,ATL,1967,DL
Chuck Sieminski,ATL,1967,DL
Joe Szczecko,ATL,1967,DL
Sam Williams,ATL,1967,DL
Bo Wood,ATL,1967,DL
Wade Traynham,ATL,1967,K
Dick Absher,ATL,1967,LB
Andy Bowling,ATL,1967,LB
Ralph Heck,ATL,1967,LB
Tommy Nobis,ATL,1967,LB
Marion Rushing,ATL,1967,LB
Bob Sanders,ATL,1967,LB
Ed Cook,ATL,1967,OL
Dan Grimm,ATL,1967,OL
Tom Harmon,ATL,1967,OL
Lou Kirouac,ATL,1967,OL
Jake Kupp,ATL,1967,OL
Errol Linden,ATL,1967,OL
Frank Marchlewski,ATL,1967,OL
Bill Sandeman,ATL,1967,OL
Jim Simon,ATL,1967,OL
Don Talbert,ATL,1967,OL
Jim Wilson,ATL,1967,OL
Randy Johnson,ATL,1967,QB
Billy Lothridge,ATL,1967,QB
Terry Nofsinger,ATL,1967,QB
Steve Sloan,ATL,1967,QB
Junior Coffey,ATL,1967,RB
Perry Lee Dunn,ATL,1967,RB
Alex Hawkins,ATL,1967,RB
Jim Mankins,ATL,1967,RB
Tom Moore,ATL,1967,RB
Ron Rector,ATL,1967,RB
Ernie Wheelwright,ATL,1967,RB
Taz Anderson,ATL,1967,TE
Billy Martin,ATL,1967,TE
Ray Ogden,ATL,1967,TE
Gary Barnes,ATL,1967,WR
Tommy McDonald,ATL,1967,WR
Jerry Simmons,ATL,1967,WR
Ron Smith,ATL,1967,WR
Bobby Boyd,BAL,1967,DB
George Harold,BAL,1967,DB
Alvin Haymond,BAL,1967,DB
Jerry Logan,BAL,1967,DB
Lenny Lyles,BAL,1967,DB
Charlie Stukes,BAL,1967,DB
Rick Volk,BAL,1967,DB
Jim Welch,BAL,1967,DB
Ordell Braase,BAL,1967,DL
Roy Hilton,BAL,1967,DL
Lou Michaels,BAL,1967,DL
Fred Miller,BAL,1967,DL
Billy Ray Smith,BAL,1967,DL
Bubba Smith,BAL,1967,DL
Andy Stynchula,BAL,1967,DL
Barry Brown,BAL,1967,LB
Bill Curry,BAL,1967,LB
Mike Curtis,BAL,1967,LB
Dennis Gaubatz,BAL,1967,LB
Ron Porter,BAL,1967,LB
Don Shinnick,BAL,1967,LB
Sam Ball,BAL,1967,OL
Norman Davis,BAL,1967,OL
Dale Memmelaar,BAL,1967,OL
Jim Parker,BAL,1967,OL
Glenn Ressler,BAL,1967,OL
Dan Sullivan,BAL,1967,OL
Dick Szymanski,BAL,1967,OL
Bob Vogel,BAL,1967,OL
David Lee,BAL,1967,P
Johnny Unitas,BAL,1967,QB
Jim Ward,BAL,1967,QB
Jerry Hill,BAL,1967,RB
Tony Lorick,BAL,1967,RB
Tom Matte,BAL,1967,RB
Lenny Moore,BAL,1967,RB
Preston Pearson,BAL,1967,RB
John Mackey,BAL,1967,TE
Butch Wilson,BAL,1967,TE
Don Alley,BAL,1967,WR
Raymond Berry,BAL,1967,WR
Alex Hawkins,BAL,1967,WR
Jimmy Orr,BAL,1967,WR
Ray Perkins,BAL,1967,WR
Willie Richardson,BAL,1967,WR
John Charles,NE,1967,DB
Jay Cunningham,NE,1967,DB
White Graves,NE,1967,DB
Ron Hall,NE,1967,DB
Billy Johnson,NE,1967,DB
Leroy Mitchell,NE,1967,DB
Vic Purvis,NE,1967,DB
Chuck Shonta,NE,1967,DB
Don Webb,NE,1967,DB
Houston Antwine,NE,1967,DL
Bob Dee,NE,1967,DL
Larry Eisenhauer,NE,1967,DL
Tom Fussell,NE,1967,DL
Jim Hunt,NE,1967,DL
John Mangum,NE,1967,DL
Ed Toner,NE,1967,DL
Mel Witt,NE,1967,DL
Tommy Addison,NE,1967,LB
Nick Buoniconti,NE,1967,LB
Ray Ilg,NE,1967,LB
Ed Philpott,NE,1967,LB
Doug Satcher,NE,1967,LB
Jim Boudreaux,NE,1967,OL
Justin Canale,NE,1967,OL
Charley Long,NE,1967,OL
Jon Morris,NE,1967,OL
Tom Neville,NE,1967,OL
Don Oakes,NE,1967,OL
Karl Singer,NE,1967,OL
Len St. Jean,NE,1967,OL
Terry Swanson,NE,1967,P
John Huarte,NE,1967,QB
Babe Parilli,NE,1967,QB
Don Trull,NE,1967,QB
Joe Bellino,NE,1967,RB
Bob Cappadona,NE,1967,RB
J.D. Garrett,NE,1967,RB
Larry Garron,NE,1967,RB
Bobby Leo,NE,1967,RB
Jim Nance,NE,1967,RB
Bobby Nichols,NE,1967,TE
Tony Romeo,NE,1967,TE
Jim Whalen,NE,1967,TE
Gino Cappelletti,NE,1967,WR
Jim Colclough,NE,1967,WR
Art Graham,NE,1967,WR
Butch Byrd,BUF,1967,DB
Hagood Clarke,BUF,1967,DB
Booker Edgerson,BUF,1967,DB
Tom Janik,BUF,1967,DB
Charlie King,BUF,1967,DB
Tony King,BUF,1967,DB
John Pitts,BUF,1967,DB
Bobby Ply,BUF,1967,DB
George Saimes,BUF,1967,DB
Jim Dunaway,BUF,1967,DL
Howard Kindig,BUF,1967,DL
Ron McDole,BUF,1967,DL
Dudley Meredith,BUF,1967,DL
Bob Petrich,BUF,1967,DL
Remi Prudhomme,BUF,1967,DL
Tom Sestak,BUF,1967,DL
Rich Zecher,BUF,1967,DL
Mike Mercer,BUF,1967,K
Paul Guidry,BUF,1967,LB
Harry Jacobs,BUF,1967,LB
Paul Maguire,BUF,1967,LB
Marty Schottenheimer,BUF,1967,LB
Mike Stratton,BUF,1967,LB
Jack Tracey,BUF,1967,LB
Stew Barber,BUF,1967,OL
Al Bemiller,BUF,1967,OL
Gary Bugenhagen,BUF,1967,OL
Dick Cunningham,BUF,1967,OL
Wayne Frazier,BUF,1967,OL
Dick Hudson,BUF,1967,OL
Joe O'Donnell,BUF,1967,OL
Bob Schmidt,BUF,1967,OL
Billy Shaw,BUF,1967,OL
Tom Flores,BUF,1967,QB
Jack Kemp,BUF,1967,QB
Teddy Bailey,BUF,1967,RB
Charlie Bivins,BUF,1967,RB
Bobby Burnett,BUF,1967,RB
Wray Carlton,BUF,1967,RB
Gene Donaldson,BUF,1967,RB
Keith Lincoln,BUF,1967,RB
Allen Smith,BUF,1967,RB
Jack Spikes,BUF,1967,RB
Paul Costa,BUF,1967,TE
Jim LeMoine,BUF,1967,TE
Elbert Dubenion,BUF,1967,WR
Monte Ledbetter,BUF,1967,WR
Billy Masters,BUF,1967,WR
Art Powell,BUF,1967,WR
Ed Rutkowski,BUF,1967,WR
Charlie Brown,CHI,1967,DB
Curt Gentry,CHI,1967,DB
Bennie McRae,CHI,1967,DB
Richie Petitbon,CHI,1967,DB
Joe Taylor,CHI,1967,DB
Rosey Taylor,CHI,1967,DB
Marty Amsler,CHI,1967,DL
Frank Cornish,CHI,1967,DL
Dick Evey,CHI,1967,DL
John Johnson,CHI,1967,DL
Frank McRae,CHI,1967,DL
Ed O'Bradovich,CHI,1967,DL
Loyd Phillips,CHI,1967,DL
Mac Percival,CHI,1967,K
Doug Buffone,CHI,1967,LB
Dick Butkus,CHI,1967,LB
Rudy Kuechenberg,CHI,1967,LB
Jim Purnell,CHI,1967,LB
Mike Reilly,CHI,1967,LB
Jim Cadile,CHI,1967,OL
Don Croftcheck,CHI,1967,OL
Randy Jackson,CHI,1967,OL
Dan James,CHI,1967,OL
Doug Kriewald,CHI,1967,OL
Bob Pickens,CHI,1967,OL
Mike Pyle,CHI,1967,OL
Mike Rabold,CHI,1967,OL
George Seals,CHI,1967,OL
Bob Wetoska,CHI,1967,OL
Bobby Joe Green,CHI,1967,P
Rudy Bukich,CHI,1967,QB
Jack Concannon,CHI,1967,QB
Larry Rakestraw,CHI,1967,QB
Ronnie Bull,CHI,1967,RB
Ralph Kurek,CHI,1967,RB
Andy Livingston,CHI,1967,RB
Brian Piccolo,CHI,1967,RB
Gale Sayers,CHI,1967,RB
Duane Allen,CHI,1967,TE
Austin Denney,CHI,1967,TE
Terry Stoepel,CHI,1967,TE
Al Dodd,CHI,1967,WR
Dick Gordon,CHI,1967,WR
Jim Jones,CHI,1967,WR
Bob Jones,CHI,1967,WR
Johnny Morris,CHI,1967,WR
Erich Barnes,CLE,1967,DB
Ben Davis,CLE,1967,DB
Billy Devrow,CLE,1967,DB
Ross Fichtner,CLE,1967,DB
Mike Howell,CLE,1967,DB
Ernie Kellermann,CLE,1967,DB
Carl Ward,CLE,1967,DB
George Youngblood,CLE,1967,DB
Bill Glass,CLE,1967,DL
Jack Gregory,CLE,1967,DL
Walter Johnson,CLE,1967,DL
Jim Kanicki,CLE,1967,DL
Frank Parker,CLE,1967,DL
Paul Wiggin,CLE,1967,DL
Billy Andrews,CLE,1967,LB
Johnny Brewer,CLE,1967,LB
Jim Houston,CLE,1967,LB
Dale Lindsey,CLE,1967,LB
Bob Matheson,CLE,1967,LB
Monte Clark,CLE,1967,OL
Jim Copeland,CLE,1967,OL
John Demarie,CLE,1967,OL
Lou Groza,CLE,1967,OL
Gene Hickerson,CLE,1967,OL
Fred Hoaglin,CLE,1967,OL
Dick Schafrath,CLE,1967,OL
Joe Taffoni,CLE,1967,OL
John Wooten,CLE,1967,OL
Gary Lane,CLE,1967,QB
Frank Ryan,CLE,1967,QB
Dick Shiner,CLE,1967,QB
Larry Conjar,CLE,1967,RB
Ernie Green,CLE,1967,RB
Charlie Harraway,CLE,1967,RB
Leroy Kelly,CLE,1967,RB
Nick Pietrosante,CLE,1967,RB
Ron Duncan,CLE,1967,TE
Milt Morin,CLE,1967,TE
Ralph Smith,CLE,1967,TE
Eppie Barney,CLE,1967,WR
Gary Collins,CLE,1967,WR
Ron Green,CLE,1967,WR
Clifton McNeil,CLE,1967,WR
Paul Warfield,CLE,1967,WR
Phil Clark,DAL,1967,DB
Dick Daniels,DAL,1967,DB
Mike Gaechter,DAL,1967,DB
Cornell Green,DAL,1967,DB
Mike Johnson,DAL,1967,DB
Mel Renfro,DAL,1967,DB
George Andrie,DAL,1967,DL
Ron East,DAL,1967,DL
Bob Lilly,DAL,1967,DL
Jethro Pugh,DAL,1967,DL
Larry Stephens,DAL,1967,DL
Willie Townes,DAL,1967,DL
Harold Deters,DAL,1967,K
Danny Villanueva,DAL,1967,K
Dave Edwards,DAL,1967,LB
Harold Hays,DAL,1967,LB
Chuck Howley,DAL,1967,LB
Lee Roy Jordan,DAL,1967,LB
Jim Boeke,DAL,1967,OL
Mike Connelly,DAL,1967,OL
Leon Donohue,DAL,1967,OL
Tony Liscio,DAL,1967,OL
Ralph Neely,DAL,1967,OL
John Niland,DAL,1967,OL
Malcolm Walker,DAL,1967,OL
John Wilbur,DAL,1967,OL
Rayfield Wright,DAL,1967,OL
Don Meredith,DAL,1967,QB
Craig Morton,DAL,1967,QB
Jerry Rhome,DAL,1967,QB
Craig Baynham,DAL,1967,RB
Walt Garrison,DAL,1967,RB
Don Perkins,DAL,1967,RB
Dan Reeves,DAL,1967,RB
Les Shy,DAL,1967,RB
Frank Clarke,DAL,1967,TE
Pettis Norman,DAL,1967,TE
Pete Gent,DAL,1967,WR
Bob Hayes,DAL,1967,WR
Lance Rentzel,DAL,1967,WR
Sims Stokes,DAL,1967,WR
Tom Cassese,DEN,1967,DB
Pete Jaquess,DEN,1967,DB
Jack Lentz,DEN,1967,DB
Bobby Ply,DEN,1967,DB
Errol Prisby,DEN,1967,DB
Goldie Sellers,DEN,1967,DB
Jim Summers,DEN,1967,DB
Gene Sykes,DEN,1967,DB
Nemiah Wilson,DEN,1967,DB
Lonnie Wright,DEN,1967,DB
Dave Costa,DEN,1967,DL
Larry Cox,DEN,1967,DL
Pete Duranko,DEN,1967,DL
Jerry Inman,DEN,1967,DL
Rich Jackson,DEN,1967,DL
Bill Keating,DEN,1967,DL
Rex Mirich,DEN,1967,DL
Rick Duncan,DEN,1967,K
Bob Humphreys,DEN,1967,K
Gary Kroner,DEN,1967,K
Lou Andrus,DEN,1967,LB
Carl Cunningham,DEN,1967,LB
John Huard,DEN,1967,LB
Gene Jeter,DEN,1967,LB
Roger LeClerc,DEN,1967,LB
Chip Myrtle,DEN,1967,LB
Frank Richter,DEN,1967,LB
Henry Sorrell,DEN,1967,LB
Dave Behrman,DEN,1967,OL
Bob Breitenstein,DEN,1967,OL
Sam Brunelli,DEN,1967,OL
Tom Cichowski,DEN,1967,OL
Mike Current,DEN,1967,OL
George Goeddeke,DEN,1967,OL
Larry Kaminski,DEN,1967,OL
Ray Kubala,DEN,1967,OL
Pat Matson,DEN,1967,OL
Ernie Park,DEN,1967,OL
Don Smith,DEN,1967,OL
Dick Tyson,DEN,1967,OL
Bob Young,DEN,1967,OL
Scotty Glacken,DEN,1967,QB
Jim LeClair,DEN,1967,QB
Steve Tensi,DEN,1967,QB
Cookie Gilchrist,DEN,1967,RB
Wendell Hayes,DEN,1967,RB
Bo Hickey,DEN,1967,RB
Mike Kellogg,DEN,1967,RB
Floyd Little,DEN,1967,RB
Fran Lynch,DEN,1967,RB
Charley Mitchell,DEN,1967,RB
Tom Beer,DEN,1967,TE
Andre White,DEN,1967,TE
Eric Crabtree,DEN,1967,WR
Al Denson,DEN,1967,WR
Bob Scarpitto,DEN,1967,WR
Neal Sweeney,DEN,1967,WR
Lem Barney,DET,1967,DB
Mike Bass,DET,1967,DB
Dick LeBeau,DET,1967,DB
Bruce Maher,DET,1967,DB
Wayne Rasmussen,DET,1967,DB
Johnnie Robinson,DET,1967,DB
Bobby Thompson,DET,1967,DB
Tom Vaughn,DET,1967,DB
Mike Weger,DET,1967,DB
Larry Hand,DET,1967,DL
Lew Kamanu,DET,1967,DL
Alex Karras,DET,1967,DL
John McCambridge,DET,1967,DL
Darris McCord,DET,1967,DL
Mike Melinkovich,DET,1967,DL
Denis Moore,DET,1967,DL
Jerry Rush,DET,1967,DL
Garo Yepremian,DET,1967,K
Ernie Clark,DET,1967,LB
Ron Goovert,DET,1967,LB
Mike Lucci,DET,1967,LB
Paul Naumoff,DET,1967,LB
Wayne Walker,DET,1967,LB
Charlie Bradshaw,DET,1967,OL
Bill Cottrell,DET,1967,OL
Ed Flanagan,DET,1967,OL
Frank Gallagher,DET,1967,OL
John Gordy,DET,1967,OL
Bob Kowalkowski,DET,1967,OL
Roger Shoals,DET,1967,OL
Chuck Walton,DET,1967,OL
Randy Winkler,DET,1967,OL
Milt Plum,DET,1967,QB
Karl Sweetan,DET,1967,QB
Mel Farr,DET,1967,RB
Bobby Felts,DET,1967,RB
Amos Marsh,DET,1967,RB
Tom Nowatzke,DET,1967,RB
Tom Watkins,DET,1967,RB
Jim Gibbons,DET,1967,TE
Ron Kramer,DET,1967,TE
Jerry Zawadzkas,DET,1967,TE
Gail Cogdill,DET,1967,WR
John Henderson,DET,1967,WR
Bill Malinchak,DET,1967,WR
Pat Studstill,DET,1967,WR
Herb Adderley,GB,1967,DB
Tom Brown,GB,1967,DB
Doug Hart,GB,1967,DB
Bob Jeter,GB,1967,DB
John Rowser,GB,1967,DB
Willie Wood,GB,1967,DB
Lionel Aldridge,GB,1967,DL
Bob Brown,GB,1967,DL
Willie Davis,GB,1967,DL
Henry Jordan,GB,1967,DL
Ron Kostelnik,GB,1967,DL
Jim Weatherwax,GB,1967,DL
Don Chandler,GB,1967,K
Lee Roy Caffey,GB,1967,LB
Tommy Crutcher,GB,1967,LB
Jim Flanigan,GB,1967,LB
Ray Nitschke,GB,1967,LB
Dave Robinson,GB,1967,LB
Ken Bowman,GB,1967,OL
Gale Gillingham,GB,1967,OL
Forrest Gregg,GB,1967,OL
Bob Hyland,GB,1967,OL
Jerry Kramer,GB,1967,OL
Bob Skoronski,GB,1967,OL
Fuzzy Thurston,GB,1967,OL
Steve Wright,GB,1967,OL
Zeke Bratkowski,GB,1967,QB
Don Horn,GB,1967,QB
